location,size,total_sqft,bath,price,price_per_sqft,bhk
Channasandra,2,1200.0,2,46.13,3844.1666666666665,2
Channasandra,2,1065.0,2,36.0,3380.281690140845,2
Channasandra,2,1050.0,2,44.41,4229.523809523809,2
Channasandra,2,1010.0,2,32.0,3168.3168316831684,2
Chikka Tirupathi,4,2600.0,5,120.0,4615.384615384615,4
Chikka Tirupathi,4,2325.0,4,120.0,5161.290322580645,4
Chikka Tirupathi,3,1808.0,4,80.27,4439.712389380531,3
Chikka Tirupathi,3,3297.0,3,135.0,4094.631483166515,3
Chikka Tirupathi,4,3500.0,5,150.0,4285.714285714285,4
Chikka Tirupathi,3,2646.0,3,99.0,3741.496598639456,3
Chikka Tirupathi,4,2704.0,5,105.0,3883.136094674556,4
Chikka Tirupathi,3,2325.0,3,95.0,4086.021505376344,3
Chikka Tirupathi,4,2325.0,4,120.0,5161.290322580645,4
Chikka Tirupathi,4,3250.0,4,136.0,4184.615384615385,4
Chikka Tirupathi,4,2665.0,5,125.0,4690.431519699812,4
Chikkabanavar,2,950.0,2,40.0,4210.526315789473,2
Chikkabanavar,3,1600.0,2,80.0,5000.0,3
Chikkabanavar,2,600.0,1,25.0,4166.666666666667,2
Chikkabanavar,5,2400.0,4,97.0,4041.6666666666665,5
Chikkabanavar,5,2000.0,4,65.0,3250.0,5
Chikkabanavar,2,1067.0,2,38.0,3561.3870665417057,2
Chikkabanavar,3,1320.0,2,46.0,3484.848484848485,3
Chikkabanavar,8,4000.0,7,110.0,2750.0,8
Chikkalasandra,2,1100.0,2,50.0,4545.454545454545,2
Chikkalasandra,2,1208.0,2,49.0,4056.291390728477,2
Chikkalasandra,2,875.0,2,52.8,6034.285714285715,2
Chikkalasandra,2,1800.0,1,128.0,7111.111111111111,2
Chikkalasandra,2,1070.0,2,50.0,4672.897196261682,2
Chikkalasandra,2,1230.0,2,48.0,3902.439024390244,2
Chikkalasandra,3,1428.0,2,80.0,5602.240896358543,3
Chikkalasandra,2,1070.0,2,42.8,4000.0,2
Chikkalasandra,2,1075.0,2,46.76,4349.767441860465,2
Chikkalasandra,2,1070.0,2,45.48,4250.467289719626,2
Chikkalasandra,2,1100.0,2,50.0,4545.454545454545,2
Chikkalasandra,2,1224.0,2,45.0,3676.470588235294,2
Chikkalasandra,2,1090.0,2,47.42,4350.45871559633,2
Chikkalasandra,2,1325.0,2,59.0,4452.830188679245,2
Chikkalasandra,2,1290.0,2,72.0,5581.395348837209,2
Choodasandra,2,1115.0,2,50.0,4484.304932735426,2
Choodasandra,2,1300.0,2,57.0,4384.615384615385,2
Choodasandra,3,1530.0,3,77.0,5032.679738562091,3
Choodasandra,2,1197.0,2,63.0,5263.1578947368425,2
Choodasandra,3,1465.0,3,75.0,5119.453924914676,3
Choodasandra,2,1115.0,2,50.0,4484.304932735426,2
Choodasandra,2,1215.0,2,59.0,4855.9670781893,2
Choodasandra,3,1254.0,2,65.0,5183.413078149921,3
Choodasandra,3,1580.0,3,105.0,6645.569620253164,3
Choodasandra,2,725.0,2,36.0,4965.517241379311,2
Choodasandra,4,2429.0,3,210.0,8645.533141210375,4
Choodasandra,2,1075.0,2,45.0,4186.046511627907,2
Choodasandra,2,1180.0,2,71.22,6035.593220338983,2
Choodasandra,2,1140.0,2,62.0,5438.596491228071,2
Choodasandra,3,1560.0,3,78.0,5000.0,3
Choodasandra,2,1065.0,2,46.0,4319.24882629108,2
Choodasandra,2,1115.0,2,50.0,4484.304932735426,2
Choodasandra,2,1115.0,2,50.0,4484.304932735426,2
Cooke Town,4,3950.0,4,450.0,11392.40506329114,4
Cooke Town,3,2388.0,4,239.0,10008.375209380234,3
Cooke Town,2,1710.0,2,200.0,11695.906432748538,2
Cooke Town,2,1310.0,2,111.0,8473.282442748092,2
Cooke Town,4,3900.0,5,415.0,10641.02564102564,4
Cooke Town,3,2560.0,4,310.0,12109.375,3
Cooke Town,3,2600.0,3,375.0,14423.076923076924,3
Cooke Town,2,1100.0,2,90.0,8181.818181818182,2
Cooke Town,3,2300.0,3,250.0,10869.565217391304,3
Cox Town,3,1975.0,3,150.0,7594.93670886076,3
Cox Town,3,1650.0,3,100.0,6060.606060606061,3
Cox Town,3,1730.0,3,140.0,8092.485549132948,3
Cox Town,3,1600.0,3,150.0,9375.0,3
Cox Town,2,1250.0,2,95.0,7600.0,2
Cox Town,2,1280.0,2,120.0,9375.0,2
Cox Town,2,1073.0,2,72.0,6710.158434296365,2
Cox Town,2,1000.0,2,58.0,5800.0,2
Cox Town,2,1200.0,2,140.0,11666.666666666666,2
Cunningham Road,4,5270.0,4,1250.0,23719.165085388995,4
Cunningham Road,3,3875.0,3,864.0,22296.774193548383,3
Cunningham Road,3,3875.0,3,800.0,20645.16129032258,3
Cunningham Road,3,3815.0,3,763.0,20000.0,3
Cunningham Road,3,2880.0,3,501.0,17395.833333333332,3
Cunningham Road,3,3489.0,3,662.0,18973.91802808828,3
Cunningham Road,3,4170.0,3,800.0,19184.65227817746,3
Cunningham Road,3,2700.0,3,501.0,18555.555555555555,3
Cunningham Road,3,2880.0,3,560.0,19444.444444444445,3
Dasanapura,2,708.0,2,37.0,5225.988700564972,2
Dasanapura,2,708.0,1,40.0,5649.717514124294,2
Dasanapura,2,965.0,2,42.5,4404.145077720207,2
Dasanapura,2,814.0,2,42.0,5159.70515970516,2
Dasanapura,2,1163.0,2,65.0,5588.993981083405,2
Dasanapura,3,1286.0,2,68.0,5287.713841368584,3
Dasanapura,2,708.0,2,31.15,4399.717514124294,2
Dasanapura,1,708.0,1,41.0,5790.960451977401,1
Dasanapura,2,814.0,2,43.7,5368.550368550368,2
Dasarahalli,2,1295.0,2,65.0,5019.305019305019,2
Dasarahalli,2,1150.0,2,70.0,6086.95652173913,2
Dasarahalli,3,2100.0,3,120.0,5714.285714285715,3
Dasarahalli,2,1220.0,2,52.0,4262.295081967213,2
Dasarahalli,2,1375.0,2,60.0,4363.636363636364,2
Dasarahalli,2,1333.0,2,78.56,5893.473368342085,2
Dasarahalli,2,1220.0,2,62.0,5081.9672131147545,2
Devanahalli,2,1260.0,2,66.78,5300.0,2
Devanahalli,3,1282.0,2,68.52,5344.773790951638,3
Devanahalli,2,1360.0,2,65.0,4779.411764705882,2
Devanahalli,2,1408.0,2,85.0,6036.931818181818,2
Devanahalli,2,1010.0,2,51.0,5049.504950495049,2
Devanahalli,2,1080.0,2,53.35,4939.814814814815,2
Devanahalli,5,2400.0,5,100.0,4166.666666666667,5
Devanahalli,2,1174.0,2,59.0,5025.553662691653,2
Devanahalli,1,658.0,1,34.0,5167.173252279636,1
Devanahalli,1,658.0,1,26.91,4089.665653495441,1
Devanahalli,1,655.0,1,28.57,4361.832061068702,1
Devanahalli,2,1080.0,2,52.0,4814.814814814815,2
Devanahalli,3,1450.0,3,88.2,6082.758620689655,3
Devanahalli,3,1498.0,3,79.15,5283.711615487317,3
Devanahalli,3,1466.0,3,77.59,5292.633015006822,3
Devanahalli,1,775.0,1,39.0,5032.258064516129,1
Devanahalli,1,1020.0,2,49.87,4889.21568627451,1
Devanahalli,3,1550.0,3,85.0,5483.870967741936,3
Devanahalli,2,1340.0,2,65.0,4850.746268656716,2
Devanahalli,3,2125.0,3,107.0,5035.294117647059,3
Devanahalli,2,1230.0,2,62.425,5075.20325203252,2
Devanahalli,1,658.0,1,26.91,4089.665653495441,1
Devanahalli,2,1010.0,2,58.0,5742.574257425743,2
Dodda Nekkundi,2,1260.0,2,55.0,4365.079365079365,2
Dodda Nekkundi,2,850.0,2,28.0,3294.1176470588234,2
Dodda Nekkundi,2,1390.0,2,60.0,4316.546762589928,2
Dodda Nekkundi,3,1804.0,3,121.0,6707.317073170731,3
Dodda Nekkundi,2,1080.0,2,50.0,4629.62962962963,2
Dodda Nekkundi,3,1999.0,3,132.0,6603.301650825412,3
Dodda Nekkundi,2,1100.0,2,48.0,4363.636363636364,2
Dodda Nekkundi,3,1999.0,3,135.0,6753.376688344172,3
Dodda Nekkundi,2,1100.0,2,41.15,3740.909090909091,2
Dodda Nekkundi,3,1252.0,2,71.0,5670.926517571885,3
Dodda Nekkundi,2,1155.0,2,46.0,3982.683982683983,2
Dodda Nekkundi,2,1128.0,2,45.0,3989.36170212766,2
Dodda Nekkundi,2,1148.0,2,56.0,4878.048780487805,2
Dodda Nekkundi,2,1145.0,2,46.5,4061.1353711790393,2
Dodda Nekkundi,3,1829.0,3,125.0,6834.335702569711,3
Dodda Nekkundi,2,1100.0,2,41.16,3741.8181818181815,2
Dodda Nekkundi,2,1100.0,2,46.75,4250.0,2
Dodda Nekkundi,2,1315.0,2,50.0,3802.2813688212927,2
Dodda Nekkundi,2,1135.0,2,58.0,5110.132158590309,2
Dodda Nekkundi,2,1100.0,2,41.18,3743.636363636364,2
Dodda Nekkundi,2,1370.0,2,60.0,4379.56204379562,2
Dodda Nekkundi,2,1200.0,2,71.0,5916.666666666667,2
Dodda Nekkundi,3,1585.0,2,79.0,4984.22712933754,3
Dodda Nekkundi,2,1005.0,2,45.0,4477.611940298508,2
Dodda Nekkundi,2,1264.0,2,52.0,4113.924050632912,2
Doddaballapur,4,1690.0,3,80.0,4733.727810650888,4
Doddaballapur,4,4200.0,4,325.0,7738.0952380952385,4
Doddaballapur,3,3876.0,3,300.0,7739.938080495356,3
Doddaballapur,3,2776.0,4,195.0,7024.495677233429,3
Doddaballapur,3,2440.0,3,142.0,5819.672131147541,3
Doddaballapur,4,2400.0,3,200.0,8333.333333333334,4
Doddaballapur,1,654.0,1,49.0,7492.354740061162,1
Doddaballapur,4,3206.0,5,270.0,8421.70929507174,4
Doddakallasandra,2,1010.0,2,40.39,3999.009900990099,2
Doddakallasandra,2,1010.0,2,40.39,3999.009900990099,2
Doddakallasandra,2,1072.0,2,42.87,3999.067164179105,2
Doddakallasandra,2,1010.0,2,40.4,4000.0,2
Doddakallasandra,2,1010.0,2,41.0,4059.4059405940593,2
Doddakallasandra,2,1072.0,2,42.87,3999.067164179105,2
Doddathoguru,2,970.0,2,33.0,3402.061855670103,2
Doddathoguru,2,1050.0,2,32.0,3047.619047619048,2
Doddathoguru,2,850.0,2,25.0,2941.176470588235,2
Doddathoguru,2,1030.0,2,42.0,4077.669902912621,2
Doddathoguru,3,1549.0,3,65.0,4196.255648805681,3
Doddathoguru,1,550.0,1,17.0,3090.909090909091,1
Doddathoguru,2,1015.0,2,33.5,3300.4926108374384,2
Doddathoguru,2,1104.0,2,39.0,3532.608695652174,2
Doddathoguru,2,915.0,2,32.0,3497.267759562841,2
Doddathoguru,1,750.0,1,25.5,3400.0,1
Doddathoguru,3,1595.0,3,62.0,3887.1473354231975,3
Doddathoguru,2,855.0,2,32.0,3742.690058479532,2
Doddathoguru,2,1105.0,2,50.0,4524.886877828054,2
Doddathoguru,2,925.0,2,30.0,3243.243243243244,2
Doddathoguru,3,1208.0,3,45.0,3725.1655629139073,3
Doddathoguru,2,1100.0,2,50.0,4545.454545454545,2
Doddathoguru,2,940.0,2,32.9,3500.0,2
Doddathoguru,3,1382.0,3,65.0,4703.328509406657,3
Doddathoguru,2,1107.0,2,44.0,3974.706413730804,2
Doddathoguru,2,907.0,2,40.0,4410.143329658214,2
Doddathoguru,3,1783.0,3,85.0,4767.246214245653,3
Doddathoguru,1,550.0,1,17.0,3090.909090909091,1
Domlur,3,1540.0,3,90.0,5844.1558441558445,3
Domlur,3,1875.0,2,150.0,8000.0,3
Domlur,3,1429.0,3,86.0,6018.194541637508,3
Domlur,1,640.0,1,55.0,8593.75,1
Domlur,2,1050.0,2,85.0,8095.238095238095,2
Domlur,3,1800.0,3,150.0,8333.333333333334,3
Domlur,3,1720.0,3,135.0,7848.837209302325,3
Domlur,3,1950.0,3,165.0,8461.538461538461,3
Domlur,3,2180.0,3,285.0,13073.394495412844,3
Domlur,1,650.0,1,70.0,10769.23076923077,1
Domlur,1,780.0,1,70.0,8974.358974358975,1
Domlur,3,2180.0,3,285.0,13073.394495412844,3
Domlur,3,1740.0,3,120.0,6896.551724137931,3
Domlur,3,1695.0,3,125.0,7374.631268436578,3
Domlur,2,1246.0,2,95.0,7624.398073836276,2
Domlur,3,2100.0,3,145.0,6904.761904761905,3
Domlur,2,1276.0,2,80.0,6269.592476489028,2
Domlur,3,1850.0,3,180.0,9729.72972972973,3
Domlur,3,2955.0,3,235.0,7952.622673434857,3
Domlur,3,1650.0,3,180.0,10909.09090909091,3
Dommasandra,2,805.0,2,22.14,2750.3105590062114,2
Dommasandra,3,1267.0,3,56.0,4419.889502762431,3
Dommasandra,2,1200.0,2,50.0,4166.666666666667,2
Dommasandra,4,2700.0,3,68.0,2518.5185185185187,4
Dommasandra,2,1153.0,2,43.5,3772.766695576756,2
Dommasandra,2,1500.0,2,40.0,2666.6666666666665,2
Dommasandra,2,1090.0,2,43.5,3990.8256880733934,2
Dommasandra,2,850.0,2,25.4,2988.235294117647,2
Dommasandra,2,674.0,1,19.9,2952.522255192878,2
Dommasandra,2,999.0,2,32.9,3293.293293293293,2
EPIP Zone,2,1285.0,2,82.0,6381.322957198444,2
EPIP Zone,3,2330.0,3,162.0,6952.789699570815,3
EPIP Zone,2,1330.0,2,92.5,6954.887218045113,2
EPIP Zone,2,1330.0,2,86.98,6539.849624060151,2
EPIP Zone,2,1330.0,2,93.36,7019.548872180451,2
EPIP Zone,4,2710.0,5,200.0,7380.073800738008,4
EPIP Zone,3,1500.0,3,102.0,6800.0,3
EPIP Zone,2,1280.0,2,69.0,5390.625,2
EPIP Zone,2,1125.0,2,65.0,5777.777777777777,2
EPIP Zone,3,1734.0,3,125.0,7208.76585928489,3
EPIP Zone,2,1343.0,2,86.0,6403.574087862993,2
EPIP Zone,3,2350.0,4,163.0,6936.170212765957,3
EPIP Zone,3,1860.0,3,130.0,6989.247311827957,3
EPIP Zone,3,2210.0,3,165.0,7466.06334841629,3
EPIP Zone,3,2710.0,3,177.0,6531.365313653137,3
Electronic City,3,1025.0,2,47.0,4585.365853658536,3
Electronic City,3,1500.0,2,64.5,4300.0,3
Electronic City,2,1060.0,2,60.0,5660.377358490566,2
Electronic City,2,1152.0,2,64.5,5598.958333333333,2
Electronic City,2,770.0,1,36.0,4675.324675324675,2
Electronic City,2,1070.0,2,52.0,4859.813084112149,2
Electronic City,2,1025.0,2,46.0,4487.804878048781,2
Electronic City,1,589.0,1,27.0,4584.040747028863,1
Electronic City,2,910.0,2,40.0,4395.604395604396,2
Electronic City,2,1108.0,2,63.0,5685.9205776173285,2
Electronic City,2,1128.0,2,65.0,5762.41134751773,2
Electronic City,3,1800.0,3,95.0,5277.777777777777,3
Electronic City,1,630.0,1,34.65,5500.0,1
Electronic City,2,1128.0,2,63.0,5585.106382978724,2
Electronic City,3,1599.0,3,99.0,6191.369606003753,3
Electronic City,2,1070.0,2,55.0,5140.186915887851,2
Electronic City,2,940.0,2,41.0,4361.702127659574,2
Electronic City,2,1128.0,2,68.75,6094.858156028369,2
Electronic City,2,1342.0,2,73.3,5461.997019374068,2
Electronic City,3,1360.0,2,71.0,5220.588235294118,3
Electronic City,2,1265.0,2,56.93,4500.395256916996,2
Electronic City,3,1691.0,2,102.0,6031.933767001774,3
Electronic City,2,1128.0,2,65.49,5805.851063829787,2
Electronic City,2,1070.0,2,56.1,5242.990654205608,2
Electronic City,4,2000.0,4,120.0,6000.0,4
Electronic City,2,890.0,2,45.0,5056.179775280899,2
Electronic City,2,1128.0,2,65.65,5820.035460992909,2
Electronic City,2,865.0,2,42.0,4855.491329479769,2
Electronic City,2,910.0,2,42.0,4615.384615384615,2
Electronic City,3,1360.0,2,75.0,5514.705882352941,3
Electronic City,2,770.0,1,40.0,5194.805194805195,2
Electronic City,2,1128.0,2,64.0,5673.758865248227,2
Electronic City,2,1070.0,2,54.0,5046.728971962617,2
Electronic City,3,1571.0,3,89.0,5665.181413112668,3
Electronic City,3,1111.0,3,50.0,4500.450045004501,3
Electronic City,2,870.0,2,39.5,4540.229885057472,2
Electronic City,3,1374.0,2,72.0,5240.174672489083,3
Electronic City,2,1128.0,2,65.35,5793.439716312056,2
Electronic City,2,1128.0,2,65.0,5762.41134751773,2
Electronic City,2,755.0,1,34.0,4503.311258278146,2
Electronic City,3,1563.0,3,91.84,5875.879718490083,3
Electronic City,3,1652.0,3,70.0,4237.28813559322,3
Electronic City,2,1025.0,2,54.5,5317.073170731707,2
Electronic City,2,1070.0,2,46.0,4299.065420560748,2
Electronic City,3,1350.0,3,58.0,4296.2962962962965,3
Electronic City,3,1700.0,3,75.0,4411.764705882353,3
Electronic City,2,1128.0,2,68.0,6028.368794326241,2
Electronic City,1,700.0,1,35.0,5000.0,1
Electronic City,3,1360.0,2,70.5,5183.823529411765,3
Electronic City,3,1571.0,3,105.0,6683.64099299809,3
Electronic City,3,1600.0,3,104.0,6500.0,3
Electronic City,3,1500.0,2,100.0,6666.666666666667,3
Electronic City,2,1152.0,2,65.0,5642.361111111111,2
Electronic City,2,1070.0,2,60.0,5607.476635514019,2
Electronic City,2,1128.0,2,65.5,5806.737588652482,2
Electronic City,2,1200.0,2,59.0,4916.666666666667,2
Electronic City,2,1152.0,2,65.75,5707.465277777777,2
Electronic City,2,1070.0,2,55.0,5140.186915887851,2
Electronic City,2,1060.0,2,58.0,5471.698113207547,2
Electronic City,2,1025.0,2,54.1,5278.048780487805,2
Electronic City,3,1500.0,2,78.0,5200.0,3
Electronic City,2,1213.0,2,59.32,4890.35449299258,2
Electronic City,3,1575.0,3,90.0,5714.285714285715,3
Electronic City,3,1449.0,3,100.0,6901.311249137336,3
Electronic City,2,1125.0,2,58.0,5155.555555555556,2
Electronic City,3,1575.0,3,101.0,6412.6984126984125,3
Electronic City,1,550.0,1,12.0,2181.818181818182,1
Electronic City,2,919.0,2,40.0,4352.557127312296,2
Electronic City,3,1500.0,2,78.25,5216.666666666667,3
Electronic City,2,1363.0,2,79.0,5796.038151137197,2
Electronic City,2,1108.0,2,67.15,6060.469314079423,2
Electronic City,2,1128.0,2,65.7,5824.468085106383,2
Electronic City,2,1060.0,2,51.0,4811.320754716981,2
Electronic City,3,1650.0,3,100.0,6060.606060606061,3
Electronic City,2,1025.0,2,49.0,4780.487804878048,2
Electronic City,3,1449.0,3,90.0,6211.180124223602,3
Electronic City,2,1070.0,2,58.0,5420.560747663551,2
Electronic City,2,1210.0,2,54.0,4462.809917355372,2
Electronic City,3,1500.0,2,75.0,5000.0,3
Electronic City,2,1070.0,2,52.0,4859.813084112149,2
Electronic City,4,2435.0,4,119.0,4887.063655030801,4
Electronic City,2,1073.0,2,60.0,5591.798695246971,2
Electronic City,3,1500.0,2,78.0,5200.0,3
Electronic City,2,1070.0,2,47.0,4392.523364485981,2
Electronic City,2,1296.0,2,65.0,5015.432098765432,2
Electronic City,2,1140.0,2,70.93,6221.9298245614045,2
Electronic City,4,2093.0,4,104.0,4968.944099378882,4
Electronic City,2,1025.0,2,53.9,5258.536585365854,2
Electronic City,2,940.0,2,54.0,5744.68085106383,2
Electronic City,1,435.0,1,21.0,4827.586206896552,1
Electronic City,3,1500.0,2,77.5,5166.666666666667,3
Electronic City,3,1631.0,3,80.0,4904.9662783568365,3
Electronic City,2,1355.0,2,67.0,4944.649446494465,2
Electronic City,1,435.0,1,22.0,5057.471264367816,1
Electronic City,2,1039.0,2,50.0,4812.319538017325,2
Electronic City,2,770.0,1,39.9,5181.818181818182,2
Electronic City,2,1128.0,2,64.0,5673.758865248227,2
Electronic City,1,605.0,1,13.31,2200.0,1
Electronic City,1,530.0,1,13.5,2547.169811320755,1
Electronic City,2,1070.0,2,53.0,4953.271028037383,2
Electronic City,3,1571.0,3,83.0,5283.259070655633,3
Electronic City,3,1350.0,3,66.0,4888.888888888889,3
Electronic City,3,1652.0,3,110.0,6658.595641646489,3
Electronic City,2,1128.0,2,65.58,5813.829787234043,2
Electronic City,1,635.0,1,28.0,4409.4488188976375,1
Electronic City,2,1128.0,2,65.4,5797.8723404255325,2
Electronic City,2,1355.0,2,72.9,5380.073800738008,2
Electronic City,2,770.0,1,35.0,4545.454545454545,2
Electronic City,2,865.0,2,40.0,4624.277456647399,2
Electronic City,2,1108.0,2,63.0,5685.9205776173285,2
Electronic City,1,630.0,1,40.5,6428.571428571428,1
Electronic City,1,605.0,1,22.0,3636.363636363637,1
Electronic City,2,1070.0,2,48.0,4485.981308411215,2
Electronic City,3,1360.0,2,70.0,5147.058823529412,3
Electronic City,1,635.0,1,28.0,4409.4488188976375,1
Electronic City,2,1128.0,2,65.45,5802.304964539007,2
Electronic City,2,890.0,2,40.0,4494.38202247191,2
Electronic City,3,1360.0,2,58.0,4264.705882352941,3
Electronic City,1,630.0,1,33.7,5349.20634920635,1
Electronic City,3,1400.0,3,90.0,6428.571428571428,3
Electronic City,3,1287.0,3,55.0,4273.504273504273,3
Electronic City,2,1258.0,2,85.5,6796.502384737679,2
Electronic City,2,1386.0,2,85.0,6132.7561327561325,2
Electronic City,2,1025.0,2,50.0,4878.048780487805,2
Electronic City,2,1070.0,2,55.0,5140.186915887851,2
Electronic City,2,1342.0,2,72.0,5365.126676602086,2
Electronic City,3,1275.0,3,70.0,5490.196078431372,3
Electronic City,2,770.0,1,38.0,4935.064935064935,2
Electronic City,3,1644.0,3,92.59,5631.995133819952,3
Electronic City,2,1250.0,2,62.0,4960.0,2
Electronic City,1,418.0,1,12.0,2870.813397129187,1
Electronic City,2,1128.0,2,64.8,5744.68085106383,2
Electronic City,2,1060.0,2,55.0,5188.679245283019,2
Electronic City,1,710.0,1,40.42,5692.957746478874,1
Electronic City,3,1275.0,3,63.43,4974.901960784314,3
Electronic City,3,1518.0,3,75.0,4940.711462450593,3
Electronic City,1,1090.0,2,31.48,2888.0733944954127,1
Electronic City,2,1060.0,2,55.0,5188.679245283019,2
Electronic City,2,1353.0,2,75.0,5543.237250554324,2
Electronic City,2,1128.0,2,67.0,5939.7163120567375,2
Electronic City,2,1070.0,2,57.0,5327.102803738318,2
Electronic City,3,1700.0,3,90.0,5294.117647058823,3
Electronic City,1,750.0,1,35.0,4666.666666666667,1
Electronic City,2,1210.0,2,55.0,4545.454545454545,2
Electronic City,2,1070.0,2,60.0,5607.476635514019,2
Electronic City,3,1615.0,3,97.0,6006.1919504643965,3
Electronic City,2,1221.0,2,68.0,5569.205569205569,2
Electronic City,3,1500.0,3,73.0,4866.666666666667,3
Electronic City,2,995.0,2,48.0,4824.120603015075,2
Electronic City,2,1342.0,2,90.0,6706.408345752608,2
Electronic City,2,1128.0,2,63.5,5629.432624113475,2
Electronic City,1,589.0,1,29.0,4923.599320882852,1
Electronic City,3,1575.0,3,94.5,6000.0,3
Electronic City,2,1070.0,2,48.0,4485.981308411215,2
Electronic City,2,1025.0,2,54.0,5268.292682926829,2
Electronic City,3,1500.0,2,70.0,4666.666666666667,3
Electronic City,3,1500.0,2,64.5,4300.0,3
Electronic City,4,2093.0,4,134.0,6402.293358815098,4
Electronic City,2,1355.0,2,73.0,5387.453874538745,2
Electronic City,3,1360.0,2,64.99,4778.676470588234,3
Electronic City,2,1060.0,2,52.0,4905.66037735849,2
Electronic City Phase II,2,1056.0,2,39.07,3699.810606060606,2
Electronic City Phase II,2,1020.0,2,30.6,3000.0,2
Electronic City Phase II,2,1069.0,2,45.0,4209.541627689429,2
Electronic City Phase II,1,630.0,1,28.35,4500.0,1
Electronic City Phase II,2,1000.0,2,25.0,2500.0,2
Electronic City Phase II,2,1090.0,2,28.34,2600.0,2
Electronic City Phase II,4,2225.0,4,98.88,4444.044943820225,4
Electronic City Phase II,2,775.0,2,38.0,4903.225806451613,2
Electronic City Phase II,2,1266.0,2,59.0,4660.347551342812,2
Electronic City Phase II,2,1000.0,2,28.88,2888.0,2
Electronic City Phase II,2,972.0,2,44.0,4526.748971193416,2
Electronic City Phase II,2,1031.0,2,55.0,5334.62657613967,2
Electronic City Phase II,2,1003.0,2,40.6,4047.856430707877,2
Electronic City Phase II,2,1031.0,2,56.35,5465.56741028128,2
Electronic City Phase II,3,1395.0,2,62.78,4500.358422939068,3
Electronic City Phase II,2,1160.0,2,33.5,2887.9310344827586,2
Electronic City Phase II,2,1065.0,2,30.75,2887.323943661972,2
Electronic City Phase II,2,1219.0,2,61.25,5024.610336341263,2
Electronic City Phase II,2,1000.0,2,28.88,2888.0,2
Electronic City Phase II,3,1790.0,3,100.0,5586.592178770949,3
Electronic City Phase II,2,769.0,2,40.0,5201.560468140442,2
Electronic City Phase II,2,900.0,2,32.5,3611.1111111111113,2
Electronic City Phase II,3,993.0,2,50.0,5035.246727089628,3
Electronic City Phase II,3,1418.0,3,52.47,3700.282087447109,3
Electronic City Phase II,2,1070.0,2,45.0,4205.607476635514,2
Electronic City Phase II,2,1140.0,2,33.06,2900.0,2
Electronic City Phase II,2,888.0,2,32.67,3679.054054054054,2
Electronic City Phase II,2,1031.0,2,55.0,5334.62657613967,2
Electronic City Phase II,2,1253.0,2,65.8,5251.3966480446925,2
Electronic City Phase II,2,1160.0,2,33.5,2887.9310344827586,2
Electronic City Phase II,3,975.0,2,45.0,4615.384615384615,3
Electronic City Phase II,4,6000.0,4,260.0,4333.333333333333,4
Electronic City Phase II,2,1116.0,2,37.0,3315.412186379928,2
Electronic City Phase II,2,1125.0,2,29.25,2600.0,2
Electronic City Phase II,2,1000.0,2,28.88,2888.0,2
Electronic City Phase II,2,1000.0,2,28.88,2888.0,2
Electronic City Phase II,2,1000.0,2,28.88,2888.0,2
Electronic City Phase II,2,1165.0,2,30.29,2600.0,2
Electronic City Phase II,2,1031.0,2,53.0,5140.640155189137,2
Electronic City Phase II,2,1065.0,2,30.88,2899.5305164319248,2
Electronic City Phase II,3,1549.0,3,80.0,5164.622336991608,3
Electronic City Phase II,2,1065.0,2,56.13,5270.422535211268,2
Electronic City Phase II,2,920.0,2,26.0,2826.086956521739,2
Electronic City Phase II,2,1140.0,2,33.84,2968.421052631579,2
Electronic City Phase II,2,1219.0,2,61.26,5025.430680885972,2
Electronic City Phase II,3,1252.0,2,65.0,5191.693290734825,3
Electronic City Phase II,2,1125.0,2,32.49,2888.0,2
Electronic City Phase II,2,1286.0,2,69.0,5365.47433903577,2
Electronic City Phase II,2,1140.0,2,32.92,2887.719298245614,2
Electronic City Phase II,2,1116.0,2,40.0,3584.229390681004,2
Electronic City Phase II,3,1150.0,3,46.0,4000.0,3
Electronic City Phase II,3,1192.0,2,47.0,3942.953020134228,3
Electronic City Phase II,2,1020.0,2,32.0,3137.2549019607845,2
Electronic City Phase II,4,1900.0,3,97.0,5105.263157894737,4
Electronic City Phase II,2,1020.0,2,27.43,2689.2156862745096,2
Electronic City Phase II,2,1025.0,2,26.65,2600.0,2
Electronic City Phase II,2,1020.0,2,29.45,2887.2549019607845,2
Electronic City Phase II,2,1000.0,2,28.88,2888.0,2
Electronic City Phase II,2,1140.0,2,28.5,2500.0,2
Electronic City Phase II,2,1125.0,2,32.49,2888.0,2
Electronic City Phase II,2,1200.0,2,34.65,2887.5,2
Electronic City Phase II,2,1160.0,2,52.2,4500.0,2
Electronic City Phase II,2,1244.0,2,55.0,4421.221864951768,2
Electronic City Phase II,2,1160.0,2,33.51,2888.793103448276,2
Electronic City Phase II,2,972.0,2,40.0,4115.22633744856,2
Electronic City Phase II,2,1160.0,2,33.51,2888.793103448276,2
Electronic City Phase II,2,1090.0,2,31.48,2888.0733944954127,2
Electronic City Phase II,2,1140.0,2,32.92,2887.719298245614,2
Electronic City Phase II,1,650.0,1,35.0,5384.615384615385,1
Electronic City Phase II,2,1155.0,2,57.0,4935.064935064935,2
Electronic City Phase II,3,1800.0,3,92.0,5111.111111111111,3
Electronic City Phase II,2,1300.0,2,28.0,2153.846153846154,2
Electronic City Phase II,2,1160.0,2,33.5,2887.9310344827586,2
Electronic City Phase II,2,1025.0,2,29.6,2887.8048780487807,2
